index,ssim,psnr
0,0.6908796429634094,10.594129930939662
1,0.6920488476753235,9.1261037575382
2,0.5299695134162903,7.35691654640227
3,0.6380739808082581,8.401887754133659
4,0.629795491695404,10.915953198121983
5,0.5232599377632141,7.90912839269354
6,0.9344901442527771,17.65052937641656
7,0.5682498216629028,8.115081764086984
8,0.9297666549682617,16.275452190069245
9,0.6065567135810852,8.314221095304738
10,0.7817974090576172,14.498907661704507
11,0.9020562171936035,16.955359622761684
12,0.6094664931297302,8.814292625163551
13,0.5128330588340759,7.775942302595922
14,0.9173349738121033,15.853080240869915
15,0.5008384585380554,7.5434579743734
16,0.6411152482032776,9.300424527672144
17,0.8831400275230408,15.158037490943768
18,0.6880200505256653,10.358345185812286
19,0.912466824054718,15.854749484571173
20,0.6373336315155029,9.102701024723906
21,0.6395989656448364,6.856448850914582
22,0.5552663803100586,8.785610868738061
23,0.7540238499641418,9.232669731129189
24,0.8773924708366394,15.439411518318753
25,0.8988447785377502,17.08798778838839
26,0.8062500953674316,16.44489259118186
27,0.5461947917938232,9.39326996993161
28,0.8644971251487732,14.365724124187702
29,0.584622859954834,7.880260749289578
30,0.4609038829803467,8.587700639481431
31,0.8584931492805481,14.767830464769984
32,0.5350306630134583,8.544775921577555
33,0.6280981302261353,8.710487847839328
34,0.7202070355415344,13.262143346391253
35,0.9539620280265808,20.416487439089188
36,0.8990850448608398,16.868523335732036
37,0.709132194519043,10.587654322024324
38,0.6683233380317688,10.158214532969662
39,0.5633593201637268,8.655364572314134
40,0.7865747809410095,13.769998146107769
41,0.845639169216156,15.075419770485485
42,0.34307995438575745,5.591628200281629
43,0.6248565316200256,9.44141347872592
44,0.5751103758811951,17.12362457562413
45,0.6379804015159607,11.00638093745053
46,0.3054162561893463,5.278155536544901
47,0.6911125183105469,10.327187859859704
48,0.6644231677055359,10.507942127641678
49,0.666873037815094,10.401298268780435
50,0.8947498798370361,22.012082118943255
51,0.45222750306129456,9.380336803138546
52,0.7121813297271729,12.116422999122598
53,0.8132333159446716,15.424276758365155
54,0.726145327091217,11.120309567771876
55,0.6927034854888916,9.258717390095615
56,0.6613307595252991,10.582827845125422
57,0.6837190985679626,8.855176905356318
58,0.9129341244697571,17.752680961247638
59,0.8752961158752441,15.898860518984876
60,0.7076864242553711,10.11756344882321
61,0.4977848529815674,7.204288034917329
62,0.5956076979637146,8.942271441866666
63,0.6442074775695801,9.747741047369642
64,0.43925192952156067,11.373836626499505
65,0.6453633308410645,10.020100500794022
66,0.7056424617767334,8.931102432381827
67,0.6626986861228943,10.371451720740394
68,0.46570849418640137,8.091822086778002
69,0.4795691668987274,8.4215937093119
70,0.4171851575374603,9.111350035949378
71,0.8112702369689941,13.988514726788072
72,0.6219903826713562,10.75830194369308
73,0.7356508374214172,12.685890669983078
74,0.4564451277256012,8.685216396974972
75,0.8562905788421631,14.792109618019811
76,0.4831266403198242,12.202920675560662
77,0.6493021845817566,10.559710735393406
78,0.6308264136314392,8.86953830720371
79,0.7204153537750244,11.680244918416838
80,0.6366400718688965,9.384720857839437
81,0.9046490788459778,16.073155463283612
82,0.5999371409416199,7.961437298986737
83,0.6610985398292542,11.646314348073199
84,0.7398524284362793,13.535706420522988
85,0.9442760348320007,19.013302456114186
86,0.6478174328804016,10.398003323538212
87,0.7342817187309265,11.622762567307081
88,0.5530795454978943,7.462470582542524
89,0.7726629376411438,11.188187826464125
90,0.5866888165473938,8.464001178132852
91,0.5122508406639099,9.908004390832218
92,0.38002967834472656,5.5063653772440375
93,0.6440628170967102,8.362568699382207
94,0.765555202960968,10.246776873969928
95,0.5871211886405945,10.683550689557208
96,0.5260657668113708,7.305443276674143
97,0.4673612117767334,8.56950707848556
98,0.6322980523109436,8.996660088314789
99,0.3837033808231354,8.271567169186229
