model,avg_ssim,avg_psnr
base,0.6372382354736328,11.14000976574738
scene1,0.610221803188324,10.720813143838884
scene2,0.6369516253471375,11.358711918412114
scene3,0.6459530591964722,11.787931978079516
scene4,0.6895933132171631,12.347793168545609
scene5,0.5779290199279785,8.302394545239416
scene6,0.6738302898406982,11.500679114172375
scene7,0.7518452405929565,16.70885866915844
scene7,0.6863356321711361,12.23168545609
