index,ssim,psnr
0,0.7527227401733398,11.162448563476715
1,0.42507174611091614,5.988169639628618
2,0.5294880270957947,7.3278544989204075
3,0.6709149479866028,12.820344830518152
4,0.6632360816001892,9.87594052264065
5,0.5018490552902222,8.74885940823752
6,0.9880149364471436,36.47436002425816
7,0.5262207388877869,7.406624085245052
8,0.6566128134727478,8.842995526085598
9,0.652202308177948,9.669925528742823
10,0.9851832985877991,33.807487352398084
11,0.9870701432228088,35.3164658390672
12,0.5877361297607422,8.99627177832212
13,0.39140772819519043,5.488242781374421
14,0.9860121607780457,35.85875236046323
15,0.4938980042934418,7.540569529445268
16,0.7317951321601868,14.094387133076374
17,0.6479890942573547,8.420264073989493
18,0.5605061650276184,8.425656294086302
19,0.6227676272392273,7.694792397732943
20,0.6088383197784424,9.765632091212767
21,0.7182164192199707,7.176103917659205
22,0.5510673522949219,10.20036925995168
23,0.6491978168487549,7.951320618138124
24,0.8633834719657898,14.68020347264692
25,0.5879088044166565,5.4343174674030905
26,0.49958935379981995,7.682571653756404
27,0.5324795246124268,10.73768075903037
28,0.6670413017272949,7.9346956616658595
29,0.44789400696754456,7.051302948203423
30,0.7804526686668396,19.586779310144653
31,0.6617810130119324,8.550382695850436
32,0.49557164311408997,9.057048468965519
33,0.6127215027809143,9.55645740099624
34,0.6983528137207031,9.782877985070863
35,0.985896110534668,35.74343869057599
36,0.6691150069236755,6.658085094103907
37,0.4433234930038452,7.066883645030915
38,0.6252357363700867,8.850367066210344
39,0.39607834815979004,5.703325253006186
40,0.8227866291999817,11.607674735493918
41,0.9877877831459045,36.65633744380181
42,0.541265070438385,9.926131144167204
43,0.5148285031318665,7.635393451246529
44,0.2714129090309143,5.016372303754779
45,0.3443237841129303,5.037952079847469
46,0.32332056760787964,5.739186278906266
47,0.5573060512542725,7.703656175270586
48,0.6129936575889587,11.296920570105943
49,0.7139480113983154,10.313487640427141
50,0.48324814438819885,6.968533913492304
51,0.5426402688026428,11.421226741442357
52,0.5496967434883118,7.112753737276041
53,0.6746372580528259,7.632088208880755
54,0.5363982319831848,8.43925246897993
55,0.5484344959259033,9.455358666538501
56,0.5875867009162903,9.337763453575338
57,0.6335192322731018,9.354937347743853
58,0.7212702631950378,8.582207159083966
59,0.845766544342041,12.014821938648904
60,0.5894772410392761,5.103207927890101
61,0.4930310547351837,7.5010336135950295
62,0.7293078899383545,12.386038793484586
63,0.46381521224975586,7.69169308312795
64,0.3982910215854645,7.007547070937359
65,0.32890525460243225,5.314710927261582
66,0.5544096231460571,7.10009515697468
67,0.7851602435112,16.133877622754436
68,0.8033623099327087,21.321961059431572
69,0.5688740611076355,11.482372441340603
70,0.3932929039001465,5.89592496113522
71,0.5262121558189392,8.229207106164685
72,0.6080594062805176,9.207401807295302
73,0.5284039974212646,7.334739361005025
74,0.5765772461891174,11.680204158247737
75,0.677933394908905,6.859964652061192
76,0.31020215153694153,4.881393091420773
77,0.7072210907936096,13.365354939826485
78,0.5446839928627014,8.472530046412865
79,0.5949869751930237,9.284304669672899
80,0.623067319393158,9.830907329952991
81,0.6237671971321106,7.769172082366094
82,0.40595677495002747,5.018059403895428
83,0.6840417385101318,10.440265191192319
84,0.5354829430580139,7.672952325129911
85,0.8270332217216492,10.84407939401633
86,0.7109677195549011,11.42075236524346
87,0.6699835658073425,6.942303504148151
88,0.5875198841094971,8.882076276541017
89,0.7282484173774719,9.421940506581763
90,0.5165293216705322,7.958757829283266
91,0.8043616414070129,21.302274645150703
92,0.6295827031135559,11.254333007355843
93,0.4983190596103668,7.197147679279469
94,0.9008212685585022,15.637711892308273
95,0.7091215252876282,13.518655219608899
96,0.504459798336029,7.128076917719688
97,0.33337506651878357,5.411243001437411
98,0.48094701766967773,7.014245009489635
99,0.3983817994594574,6.780487227131882
